action,tick,distance_cells,heading_change_radians
RIGHT,4,2.4056925567390497,-0.8736436999648625
RIGHT,5,2.4057129672853588,-0.8736495946730889
RIGHT,steady,2.405704151538795,-0.873663848461244
RIGHT,steady,2.4057234148792626,-0.8736394704162933
RIGHT,steady,2.4057257605740454,-0.8736249071157971
RIGHT,steady,2.405715560104644,-0.85360173203979
STRAIGHT,pre-pulse,2.4062677694138173,2.302750273797116e-06
LEFT,1,2.4057123085740004,0.7328456644622816
LEFT,2,2.4057072224257516,0.8724560136072097
LEFT,3,2.405724525633419,0.8724502277527661
LEFT,4,2.4057047746022078,0.8724678021768106
LEFT,5,2.6241832493265593,0.8898998919970496
LEFT,steady,2.4057082803026875,0.8549910985993483
LEFT,steady,2.624199594086137,0.8898989788421101
LEFT,steady,2.405747881670747,0.8549922193896577
LEFT,steady,2.6241804003473206,0.9073390628646187
STRAIGHT,pre-pulse,2.406242718636643,9.643377602674974e-06
RIGHT,1,2.4056868568153402,-0.7338643864975214
RIGHT,2,2.6242001663106795,-0.8735609466044949
RIGHT,3,2.4057176232407627,-0.8561633906053863
RIGHT,4,2.6241707412053605,-0.8911453723085985
RIGHT,5,2.4057288197060083,-0.8561728226519483
RIGHT,steady,2.6242193547864523,-0.8911272165398625
RIGHT,steady,2.4056870460142674,-0.8911069264093383
RIGHT,steady,2.6241755496392614,-0.8561928747468963
RIGHT,steady,2.4057082182343947,-0.8910010646443602
STRAIGHT,pre-pulse,2.6249903318296823,-1.2308961523377349e-06
LEFT,1,2.4057109158272727,0.7154265014582508
LEFT,2,2.405723092756295,0.8724537944972033
LEFT,3,2.624190793277764,0.8724427369668644
LEFT,4,2.4057229600617167,0.8724279017316339
LEFT,5,2.6242247984634015,0.8724758674889103
LEFT,steady,2.405727264705693,0.872450238293339
LEFT,steady,2.624212778775338,0.8724525318797802
LEFT,steady,2.405727536839848,0.8724566414874717
LEFT,steady,2.624209168529156,0.872462510466697
LEFT,steady,2.4057297892514384,0.6630438657925684
STRAIGHT,pre-pulse,2.40625461156065,-5.205513318173871e-06
RIGHT,1,2.6244643336856055,-0.786315573564096
RIGHT,2,2.4057185466962427,-0.8386140124425661
RIGHT,3,2.6239280269587795,-0.8911131425832521
RIGHT,4,2.4056994631389874,-0.85617302105398
RIGHT,5,2.624218211831,-0.9085940523265381
RIGHT,steady,2.4057144021383143,-0.8561772846592586
RIGHT,steady,2.6241837735250653,-0.8911256457252845
RIGHT,steady,2.4057092331842975,-0.838697480192347
RIGHT,steady,2.6241927482266147,-0.908567823714109
RIGHT,steady,2.405721647362443,-0.8561108729338747
STRAIGHT,pre-pulse,2.4063418361021602,2.3657676507015182e-06
LEFT,1,2.4059782929298517,0.7154355293713603
LEFT,2,2.6242066109603943,0.9073405702612221
LEFT,3,2.4057105565874415,0.8375521944609718
LEFT,4,2.6242222684460663,0.9073492915903583
LEFT,5,2.4057299547813993,0.8375631830065253
LEFT,steady,2.6241991233437,0.9073586112933998
STRAIGHT,pre-pulse,2.6250002238635393,-2.688761851832311e-06
RIGHT,1,2.4057017105533403,-0.7338421017953644
RIGHT,2,2.624185034438995,-0.8736479445416248
RIGHT,3,2.405696087631505,-0.8736588139549543
RIGHT,4,2.405716527635472,-0.8735573836610311
RIGHT,5,2.4057217710126277,-0.8736420543568906
RIGHT,steady,2.4057093019513522,-0.8736519449811997
RIGHT,steady,2.405726667791271,-0.8911143441641691
RIGHT,steady,2.4057190169041585,-0.8561759004384584
RIGHT,steady,2.405719060370464,-0.8536887431501894
STRAIGHT,pre-pulse,2.4061946647733743,-8.354031351132107e-07
LEFT,1,2.4057060321146784,0.6805206062186298
LEFT,2,2.6242053605376072,0.8724504883976716
LEFT,3,2.4057225793584753,0.8724595903329313
LEFT,4,2.624210672456666,0.8549948579580224
LEFT,5,2.405735036584247,0.8898880379526366
LEFT,steady,2.624209998069852,0.8724674257186766
LEFT,steady,2.405713846450891,0.8375528945273754
LEFT,steady,2.624200734770147,0.9073502396141953
LEFT,steady,2.4057338885720108,0.8375457357839977
LEFT,steady,2.6241907985914024,0.907363157244097
LEFT,steady,2.405685768185414,0.6630528733776515
STRAIGHT,pre-pulse,2.6250193241121997,-9.696979202111766e-07
RIGHT,1,2.6236954694597396,-0.7862841489004642
RIGHT,2,2.405703158013105,-0.8387207534960694
RIGHT,3,2.624231056260382,-0.8911220861271989
RIGHT,4,2.4056834597500814,-0.8561713869829817
RIGHT,5,2.624206760395307,-0.8911204723285129
RIGHT,steady,2.4057098828016965,-0.8560817749688283
RIGHT,steady,2.6241855787395334,-0.8911269522493299
RIGHT,steady,2.405705830814331,-0.8561735663705701
RIGHT,steady,2.6241996185052257,-0.8911223067951903
STRAIGHT,pre-pulse,2.406318554780019,-2.2352984885287697e-07
LEFT,1,2.405706567338731,0.6979580598807205
LEFT,2,2.624212591608498,0.8724614960306809
LEFT,3,2.4057234599324637,0.8724367420527446
LEFT,4,2.624205905377257,0.8550119602864528
LEFT,5,2.4057243780814153,0.872438307269169
LEFT,steady,2.6241828610790807,0.8724588627763126
LEFT,steady,2.4057153734680448,0.8724542636172661
LEFT,steady,2.405695456954538,0.8724429909390361
LEFT,steady,2.405711435039573,0.8724541163581518
LEFT,steady,2.405732155919339,0.7478170285379999
STRAIGHT,pre-pulse,2.6249233235635385,7.796122427849994e-06
RIGHT,1,2.6245037690263406,-0.75485429297862
RIGHT,2,2.40572306059833,-0.8736398254814386
RIGHT,3,2.405723410149887,-0.8736700897923306
RIGHT,4,2.405729731728768,-0.873634484428921
RIGHT,5,2.624165135580508,-0.8736609200206757
RIGHT,steady,2.4057444054875754,-0.8734860656706438
RIGHT,steady,2.4057269920867306,-0.8736161458934593
RIGHT,steady,2.6241849263889376,-0.8911125709137124
RIGHT,steady,2.4057260209356297,-0.8561724674963322
RIGHT,steady,2.6239462534706637,-0.8561905573703807
RIGHT,steady,2.4057349251719433,-0.6814384371894473
LEFT,1,2.4056933228582666,0.6805176042666621
LEFT,2,2.6241803185994206,0.9073549420166718
LEFT,3,2.405718633449082,0.8375493637927987
LEFT,4,2.6242009833148496,0.9073509091370284
LEFT,5,2.405725128835594,0.8375452909186936
LEFT,steady,2.624196739903616,0.9073495906691029
LEFT,steady,2.405709782426724,0.83755546924366
LEFT,steady,2.6242194995488064,0.9073590357849586
LEFT,steady,2.405716471794286,0.8375444418144804
LEFT,steady,2.6241974260446232,0.9073584528105254
LEFT,steady,2.4057365175437573,0.837540018047708
STRAIGHT,pre-pulse,2.6248950393717077,1.1419929549505436e-06
RIGHT,1,2.4057346001041235,-0.7164111114361895
RIGHT,2,2.187234108935595,-0.838711273390182
RIGHT,3,2.4057139422854594,-0.908585343092378
RIGHT,4,2.1872322381024434,-0.8387010140725906
RIGHT,5,2.624184122533138,-0.9086121785787249
RIGHT,steady,2.4057242139789783,-0.8561624934969103
RIGHT,steady,2.6242104285080337,-0.8910330948402017
RIGHT,steady,2.4057263238758333,-0.8736532149205996
RIGHT,steady,2.6242053757223607,-0.8736467007974476
RIGHT,steady,2.4057173209034075,-0.8736587419118749
STRAIGHT,pre-pulse,2.1875268822520475,-4.632334002607763e-06
LEFT,1,2.4057403331616847,0.7503309967135252
LEFT,2,2.624214614487851,0.8898881538202881
LEFT,3,2.4057180694557623,0.8550041686455296
LEFT,4,2.842165413997517,0.8899041129095995
LEFT,5,2.405716538838415,0.8550122356859955
LEFT,steady,2.624185717311903,0.8898871186170787
LEFT,steady,2.405712942164253,0.8550089851141411
LEFT,steady,2.6242213609437437,0.8898951893328793
LEFT,steady,2.4057052912266346,0.8550107466576353
LEFT,steady,2.6241906452266432,0.8899105474667017
STRAIGHT,pre-pulse,2.6249338357232666,1.369003688855841e-06
RIGHT,1,2.624485317346972,-0.7163867175842515
RIGHT,2,2.4057276576166604,-0.8736309246633169
RIGHT,3,2.6241746680495917,-0.8736759295895471
RIGHT,4,2.4057246315411263,-0.8736403726712609
RIGHT,5,2.624216400470956,-0.8736483169003648
RIGHT,steady,2.405704614034882,-0.873644124902242
RIGHT,steady,2.4057119935843665,-0.8735756995250465
RIGHT,steady,2.4057291951863515,-0.8736328186950928
RIGHT,steady,2.4057169444522364,-0.8736563683545171
RIGHT,steady,2.405707028945351,-0.8736527491842381
RIGHT,steady,2.405714867031199,-0.7488280165588304
STRAIGHT,pre-pulse,2.4235120154248255,-1.3617965775036822e-06
LEFT,1,2.624202304907254,0.8026641306624411
LEFT,2,2.4057122740684247,0.8375533985778123
LEFT,3,2.6242252411424114,0.8898966393018606
LEFT,4,2.4057292617888493,0.8549910090328465
LEFT,5,2.6241952412453875,0.9073511564906953
LEFT,steady,2.4057006047358467,0.8375615893890602
LEFT,steady,2.6241931985776925,0.9073449633073425
LEFT,steady,2.4057174477155265,0.8375565843962658
LEFT,steady,2.6242029335741304,0.907361724595745
STRAIGHT,pre-pulse,2.4062619588737775,3.958756163435773e-06
RIGHT,1,2.40574223233231,-0.7163904982611426
RIGHT,2,2.6242044207076423,-0.9085964201658632
RIGHT,3,2.405711284584775,-0.8561866162367602
RIGHT,4,2.6242190491329898,-0.8911119634134785
RIGHT,5,2.405721238062675,-0.8561709476496895
RIGHT,steady,2.624208403896658,-0.8910255926642425
RIGHT,steady,2.4056985741632224,-0.8561927807751366
RIGHT,steady,2.6242075941818666,-0.8911135804650301
RIGHT,steady,2.4057353903788123,-0.8561803481280839
RIGHT,steady,2.6241999869922354,-0.891119856484357
RIGHT,steady,2.405701287160602,-0.856176149029471
RIGHT,steady,2.624210167596167,-0.8911340510133705
RIGHT,steady,2.405721720598135,-0.7437448015673542
STRAIGHT,pre-pulse,2.625099264146296,-3.032218236942441e-06
LEFT,1,2.405721953433965,0.7677693896220823
LEFT,2,2.4057260447729374,0.8724399629656416
LEFT,3,2.624198884053556,0.8899080213038877
LEFT,4,2.405724572575845,0.854991981891096
LEFT,5,2.624216563441196,0.9073628384905104
LEFT,steady,2.4057113291273837,0.8375414840451425
LEFT,steady,2.6242176597339637,0.8899023711759724
LEFT,steady,2.405708879865299,0.8549947202812596
LEFT,steady,2.624200612294223,0.9073666939529641
STRAIGHT,pre-pulse,2.4062236655208515,3.3463061708260966e-06
RIGHT,1,2.624446021110652,-0.7862949349431158
RIGHT,2,2.1872289493625607,-0.8386656074860974
RIGHT,3,2.4057131657519926,-0.9085420623039513
RIGHT,4,2.1872119370671004,-0.8736560565584051
RIGHT,5,2.405700471722855,-0.8736406786575639
RIGHT,steady,2.4057185671134467,-0.8386878406043259
RIGHT,steady,2.405723544861085,-0.9086090030845035
RIGHT,steady,2.4057296209639407,-0.8387020623486823
STRAIGHT,pre-pulse,2.187472242332234,4.6184320455777694e-06
LEFT,1,2.405722765335854,0.6979828114618649
LEFT,2,2.4057412235942777,0.8724416035967026
LEFT,3,2.6242073203597998,0.8724518436453079
LEFT,4,2.62420217390998,0.8724774408449418
LEFT,5,2.4057441960333334,0.8724355300375997
LEFT,steady,2.6241514096390803,0.8724432043417285
LEFT,steady,2.4057372428500288,0.8724585702530834
LEFT,steady,2.624192193329297,0.8724512947829748
LEFT,steady,2.405707249418257,0.8724487479073577
LEFT,steady,2.624189119329128,0.8724524913414413
LEFT,steady,2.4057245853018383,0.8724599551999894
STRAIGHT,pre-pulse,2.6249658910652465,-2.965851902958505e-06
RIGHT,1,2.4057187982474373,-0.6989488756538758
RIGHT,2,2.4057166785885844,-0.8911040028776926
RIGHT,3,2.4056860460187646,-0.8561753533276655
RIGHT,4,2.405720301948789,-0.8911155267135282
RIGHT,5,2.4057353537487414,-0.8560877692967845
RIGHT,steady,2.4057156669829842,-0.891126617246432
RIGHT,steady,2.187270262416993,-0.8561706666767206
RIGHT,steady,2.405723757365057,-0.9085873459458886
RIGHT,steady,2.1872458093817846,-0.8387208121108891
RIGHT,steady,2.405716242216821,-0.9085900041724315
RIGHT,steady,2.1872246011586736,-0.8387057196678551
RIGHT,steady,2.405710437617402,-0.9084857980971979
RIGHT,steady,2.187222394320536,-0.8387129526614903
STRAIGHT,pre-pulse,2.4063264527140262,0.0
LEFT,1,2.405723131016959,0.7328565754353593
LEFT,2,2.405734807789329,0.8724472550670974
LEFT,3,2.405721331279748,0.8724667199198883
LEFT,4,2.405744007890125,0.8724393714160925
LEFT,5,2.4056987499934146,0.8899094606233016
LEFT,steady,2.4057184047584093,0.8549868090792341
LEFT,steady,2.4057165071944455,0.9073679050398935
LEFT,steady,2.405717745839067,0.8375461607926624
LEFT,steady,2.405724741454806,0.9073566502400929
LEFT,steady,2.1872431544686166,0.8375415803280362
LEFT,steady,2.4057246039072733,0.8899032008766188
LEFT,steady,2.187251341790758,0.8550106071261343
LEFT,steady,2.4057300695015837,0.9073486281582817
STRAIGHT,pre-pulse,2.406344574899998,-5.149508464974417e-06
RIGHT,1,2.624211549784835,-0.7688438613086304
RIGHT,2,2.405708783591954,-0.8561815522933385
RIGHT,3,2.624199269835673,-0.891104117187312
RIGHT,4,2.4057114454291018,-0.8387185174317864
RIGHT,5,2.6242188265916635,-0.908492467023287
RIGHT,steady,2.4057183295768882,-0.838706702344151
RIGHT,steady,2.6242466993605333,-0.9085965148395281
RIGHT,steady,2.4057463761856877,-0.8561699476130276
RIGHT,steady,2.6241970290567567,-0.8736610758081778
RIGHT,steady,2.405431307427708,-0.8736443603969555
RIGHT,steady,2.4057257459424455,-0.8736540685951759
RIGHT,steady,2.4054302061271895,-0.8735502106373083
RIGHT,steady,2.4057218995390404,-0.8911247024552722
STRAIGHT,pre-pulse,2.406300447150629,3.4729872364636094e-06
LEFT,1,2.6241977272829256,0.8026482272247355
LEFT,2,2.405718047074756,0.8550040234597818
LEFT,3,2.624201588126072,0.8899180336135224
LEFT,4,2.405725096305724,0.8724366660865623
LEFT,5,2.6241877978163717,0.872454039266251
LEFT,steady,2.4057046704796523,0.8724469854278221
LEFT,steady,2.6242019005975528,0.872454022214054
LEFT,steady,2.405715559531452,0.8724495478137868
LEFT,steady,2.6242133387044824,0.8724508705207104
LEFT,steady,2.405725063003065,0.8724560768511811
LEFT,steady,2.405722197473314,0.8724527337076502
LEFT,steady,2.4057344527720224,0.8724545812396194
LEFT,steady,2.4057064710451717,0.7627892386984101
STRAIGHT,pre-pulse,2.1874976183373915,-3.1563749707252953e-06
RIGHT,1,2.40544270259909,-0.733856113837978
RIGHT,2,2.4057157595086225,-0.873638886027178
RIGHT,3,2.4056991404649866,-0.8387085835980019
RIGHT,4,2.405717887344303,-0.8735595776661644
RIGHT,5,2.405713273576156,-0.8736439452253788
RIGHT,steady,2.405702944122792,-0.8736476343473178
RIGHT,steady,2.405700844774826,-0.8736323885952251
RIGHT,steady,2.6241952909138475,-0.873667475675231
RIGHT,steady,2.4057190652900617,-0.8736450289981166
RIGHT,steady,2.405705686579207,-0.8736563647057976
RIGHT,steady,2.40571896794361,-0.8735930396544083
STRAIGHT,pre-pulse,2.624986413289079,-2.644677898899772e-06
LEFT,1,2.1872474664908728,0.6979695323388204
LEFT,2,2.405701543794254,0.9073502411594833
LEFT,3,2.187220487308942,0.837563881918534
LEFT,4,2.405708533690942,0.9073358275333456
LEFT,5,2.187236864198599,0.8375541039458062
LEFT,steady,2.405713182057009,0.907367043252798
LEFT,steady,2.187247316906561,0.8375359509863798
LEFT,steady,2.405720644567065,0.9073625226550437
LEFT,steady,2.187222086790113,0.8375375087042976
LEFT,steady,2.4057267628770864,0.9073727553636033
LEFT,steady,2.40572507967909,0.8724356121401087
LEFT,steady,2.624193914689453,0.8724422482540053
LEFT,steady,2.40572123993393,0.8375609827970685
STRAIGHT,pre-pulse,2.4063160224522906,-3.902579877923529e-06
RIGHT,1,2.405712965434146,-0.768796664936843
RIGHT,2,2.1872137667142653,-0.8387019564544569
RIGHT,3,2.4057198523182923,-0.9086252820480333
RIGHT,4,2.1872846116036295,-0.838686770564619
RIGHT,5,2.4057191674638423,-0.9086076717398084
RIGHT,steady,2.18721460087687,-0.8735404593427201
RIGHT,steady,2.4057193040148945,-0.873663849914047
RIGHT,steady,2.187218111144133,-0.8386979288224241
RIGHT,steady,2.4057231477983443,-0.9086016541405013
RIGHT,steady,2.1872324506295002,-0.8561576734554608
RIGHT,steady,2.4057120851119023,-0.89113385060244
RIGHT,steady,2.1872239686100827,-0.8387066313821006
RIGHT,steady,2.4057203116478068,-0.9085124400026103
RIGHT,steady,2.4054428192932322,-0.8911056606545138
LEFT,1,2.624462960290244,0.753827431481485
LEFT,2,2.405724332707211,0.8724511729311621
LEFT,3,2.624212140658452,0.8724594111682329
LEFT,4,2.4057281934407087,0.8724453498470819
LEFT,5,2.4057341211448136,0.8724393761623244
LEFT,steady,2.6242177845457073,0.8724660935624176
LEFT,steady,2.4057170870051383,0.8724503708634792
LEFT,steady,2.624193163395626,0.8898933212893745
LEFT,steady,2.40573866426572,0.8550087144603022
LEFT,steady,2.624192126279358,0.889900643699761
STRAIGHT,pre-pulse,2.4063176959307584,-6.962583159353386e-06
