category	path	sha256	observation_shape	action_space	policy_module	policy_qualname	metadata_version	lineage_or_role_evidence	pre_phase2_reference	uniquely_selected_by_existing_evidence
era_925	flyff_farming_simulator/models/canonical_advanced_ppo_200k.zip	30866b8c20979f15964e4a79f90411122788a47d7b6d636add2d46c13668673b	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=200	yes	no
era_925	flyff_farming_simulator/models/canonical_advanced_ppo_200k_rehearsed.zip	a548f9f67bee8f99fa3d82fdbec2707621f45a830ed37ae0580adc9762385167	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	rehearsed_variant	yes	no
era_925	flyff_farming_simulator/models/canonical_advanced_ppo_210k.zip	dbbe5adfd1d155f7b19c6fcd0dec0d0386d9c0dbbd04af428c549c38f4b7b6f0	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=210	yes	no
era_925	flyff_farming_simulator/models/canonical_advanced_ppo_210k_rehearsed.zip	0d788335f89caffd682580e7097823fdd7430ccd7932735e71653b3ae75f420e	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	rehearsed_variant	yes	no
era_925	flyff_farming_simulator/models/canonical_advanced_ppo_220k.zip	f0aa1ee6da5e55965caf06ec0f9ffbdee253b77cd5b3098b27a64da5340717ab	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=220	yes	no
era_925	flyff_farming_simulator/models/canonical_advanced_ppo_220k_rehearsed.zip	8c904b26308c8cf230ee03223ef8269a75a4950298135eb88a7186388c5b98aa	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	rehearsed_variant	yes	no
era_925	flyff_farming_simulator/models/canonical_advanced_ppo_230k.zip	66a496a7698b5c278cf26a775291097808dbfa6a2a153332f25131731bdbd45c	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=230	yes	no
era_925	flyff_farming_simulator/models/canonical_basic_bootstrap.zip	1b98877d00a08edfeb4159837e6afda204899546612c6b62a43519afb74131bb	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	none_recorded	yes	no
era_925	flyff_farming_simulator/models/canonical_basic_graduated.zip	bb7ede1d085f0b671f9921bcd24a82587a90e1c73468183de2db92431c86797b	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	none_recorded	yes	no
era_925	flyff_farming_simulator/models/canonical_basic_milestone_001.zip	5aac403dd2fd1faa4f17b10b555efb2bfb3392b66b0351c4c86e2f341505413d	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=001	yes	no
era_925	flyff_farming_simulator/models/canonical_basic_milestone_002.zip	a4c28edca196b42e2fd32f18f10e946e9f49a8f733894176d7342000ac6f44ab	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=002	yes	no
era_925	flyff_farming_simulator/models/canonical_basic_milestone_003.zip	8deb9800609425c1613f3bdbbe237d647cda2f92f42be7b1f7324ce61dd969cb	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=003	yes	no
era_925	flyff_farming_simulator/models/canonical_basic_milestone_004.zip	cafc4db73858e1de288ca37b56018428c1d2c50f7ef66e9c96ec74e01a8e8ce1	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=004	yes	no
era_925	flyff_farming_simulator/models/canonical_basic_milestone_005.zip	eadb5a9faa57e4c493016d048168b7f6b38a8ed424dabf4d820ccbb7d2d1ef8a	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=005	yes	no
era_925	flyff_farming_simulator/models/canonical_basic_milestone_006.zip	bb7ede1d085f0b671f9921bcd24a82587a90e1c73468183de2db92431c86797b	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=006	yes	no
era_925	flyff_farming_simulator/models/canonical_beginner_ppo_010k.zip	6b9fc09c4a7c25ba056bfac4b68182e37dc172ae4c2787f7fb5db123a3363eff	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=010	yes	no
era_925	flyff_farming_simulator/models/canonical_beginner_ppo_010k_rehearsed.zip	5e36939fc6dfe64b8bf4d0fecbabf97d626773f5bbd15684fdb922c3bfc3a948	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	rehearsed_variant	yes	no
era_925	flyff_farming_simulator/models/canonical_beginner_ppo_020k.zip	54696b71966a30289bd3c129c9b06d446f8c4cf76d0c8ec7e13bac9f411649f8	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=020	yes	no
era_925	flyff_farming_simulator/models/canonical_beginner_ppo_020k_rehearsed.zip	a7ab28c097855ca797e5f38a9fb4f74dd9cc0ae7034a70f4ec48a24af1337f0a	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	rehearsed_variant	yes	no
era_925	flyff_farming_simulator/models/canonical_beginner_ppo_030k.zip	543c481fbe5193d1afd0129c35a0e4059c8408fd97137ef8571892cd9ab90e65	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=030	yes	no
era_925	flyff_farming_simulator/models/canonical_beginner_ppo_030k_rehearsed.zip	4bbf577290382b1941aa4b144db8bfc31498bee18bbbfb803af1774362d7cf9e	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	rehearsed_variant	yes	no
era_925	flyff_farming_simulator/models/canonical_beginner_ppo_040k.zip	2ebdc685d063d3c92bcbb38096b1f3a5a6dd11ea12e13682e51d9df00c9843c7	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=040	yes	no
era_925	flyff_farming_simulator/models/canonical_beginner_ppo_040k_rehearsed.zip	1b930ebf0540ee028736732588ebc14c3a710b742e3c843efdbc21f3b1544b89	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	rehearsed_variant	yes	no
era_925	flyff_farming_simulator/models/canonical_intermediate_ppo_010k.zip	0d0d2ab404606f35179847ee4ef0159ffa616cc44bfc29ab2bc1e676e032a6e7	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=010	yes	no
era_925	flyff_farming_simulator/models/canonical_intermediate_ppo_010k_rehearsed.zip	f7395f42cd0b9d22aa92845eda953108e7ad8e2a1098ce8a28586b0bc51586fe	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	rehearsed_variant	yes	no
era_925	flyff_farming_simulator/models/canonical_intermediate_ppo_020k.zip	5171c4b9db0cc913e9d35b89ad2a35f644f1de812d42c4e49d09ef2a406f20aa	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=020	yes	no
era_925	flyff_farming_simulator/models/canonical_intermediate_ppo_020k_rehearsed.zip	4261f62b38fa72eaa28eb7e501dc9ef883358a870545e4831844db7bc3b14daa	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	rehearsed_variant	yes	no
era_925	flyff_farming_simulator/models/generalized_waypoint_seed0_0002048.zip	3468f3c827976394f2f5d48afd5091ed6eab7d4e9f16ac3c9aec74e92ef36adf	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0002048	yes	no
era_925	flyff_farming_simulator/models/generalized_waypoint_seed0_0010240.zip	fffd1cf124f24a0492245ecc28bedb27fd0ce085536c22e019e1889d9e4b4ece	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0010240	yes	no
era_925	flyff_farming_simulator/models/generalized_waypoint_seed0_0020480.zip	89ad8171763fb984d49db154a671b130129f0be5180ce1f7022b0aed1cd5b7a8	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0020480	yes	no
era_925	flyff_farming_simulator/models/generalized_waypoint_seed0_0030720.zip	ec0c25b188542450c742408a05472b407dc7e783e045be23d56f2b0c103f4a1a	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0030720	yes	no
era_925	flyff_farming_simulator/models/generalized_waypoint_seed0_0040960.zip	cb2ccdf8e5648ffb6b051e8b95722477e73b4e47f361cfe6d9f9bccc7adf057d	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0040960	yes	no
era_925	flyff_farming_simulator/models/generalized_waypoint_seed2_0010240.zip	6ce1144be06a123a934db038f1a4fa9a7ff613090bfa5fbaa3d62f446deb9f0f	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0010240	yes	no
era_925	flyff_farming_simulator/models/generalized_waypoint_seed2_0020480.zip	9a700b11c91d6ae4e66391357bfb4898df84dc1a20f58a140bd2be86b8cf9277	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0020480	yes	no
era_925	flyff_farming_simulator/models/generalized_waypoint_seed2_0030720.zip	32a48535d640223853433f82406f4c6c29dfc45baffa6eef2fa7f05ba307f8b3	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0030720	yes	no
era_925	flyff_farming_simulator/models/generalized_waypoint_seed2_0040960.zip	91311b62f0ffac265c2fc349f23fad4c08c7c33c15c758614db93c492defd59f	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0040960	yes	no
era_925	flyff_farming_simulator/models/generalized_waypoint_seed8_0010240.zip	6fef114df97e61d8781f98c089380ec3101bb0cdf018f2aeed3f24eaf417f5a8	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0010240	yes	no
era_925	flyff_farming_simulator/models/generalized_waypoint_seed8_0020480.zip	fdad5fa260aac883470edf8d19cf9276980a1503e93af21fa07bfb7b8597e4da	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0020480	yes	no
era_925	flyff_farming_simulator/models/generalized_waypoint_seed8_0030720.zip	d4a41e3f3a88a81b2aa8cd801ed301de9fdfa14b9add4e7c0d685bb8cda164ba	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0030720	yes	no
era_925	flyff_farming_simulator/models/generalized_waypoint_seed8_0040960.zip	0692ebf32d7fa404b75543735110c092e8157c85aff174bedf416900ec40c9c7	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0040960	yes	no
era_925	flyff_farming_simulator/models/phase2_ppo_chunk_10k_BROKEN_default_hparams.zip	92c7285f810d128bd481b17effce50c1f03d1f301ec65a1dfb495a579bf165d4	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	quarantined_BROKEN	yes	no
era_925	flyff_farming_simulator/models/phase2_ppo_chunk_10k_v2.zip	65e8865df1cdf3c822072f266ba7191725a982adfc98e9c205fc30d01532147a	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	none_recorded	yes	no
era_925	flyff_farming_simulator/models/phase2_ppo_chunk_30k.zip	8d750e46e9430caa98bb857ef53ca66454c399e11e56dba8e7693d7e988e80dc	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	none_recorded	yes	no
era_925	flyff_farming_simulator/models/phase2_steering_navigation_v1.zip	a19f261526367f043e28929e7f07dd50b4c9a901018431ab08aefda19c49ef88	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	none_recorded	yes	no
era_925	flyff_farming_simulator/models/phase2_steering_navigation_v2.zip	18b5c732e79029ea4bd3df51e7aa3758ee089c86c654df4939417cfcb90933cb	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	none_recorded	yes	no
era_925	flyff_farming_simulator/models/phase2_steering_navigation_v3.zip	107449add745f75a51d01e92c9ae8cc89d567d4c12177a80c303f3d16faa0e49	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	none_recorded	yes	no
era_925	flyff_farming_simulator/models/procedural_waypoint_recorded_seed0_0010240.zip	50104d6b6a7fa39df3321fc4b9e4ac2374fffb15ca52d2bc58f2b08c8cba7fd1	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0010240	yes	no
era_925	flyff_farming_simulator/models/procedural_waypoint_recorded_seed0_0020480.zip	b025cab93e711acb4c19596616f4e141bc039b8c132710dba5440099404789c4	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0020480	yes	no
era_925	flyff_farming_simulator/models/procedural_waypoint_recorded_seed0_0030720.zip	4f75456032f9f67c05decb8890059645b69a5d18836cf0fba0f4cb4fe71778dd	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0030720	yes	no
era_925	flyff_farming_simulator/models/procedural_waypoint_recorded_seed2_0010240.zip	2af8bfead4d80ae4ba386f9492f4b9a10fa8ad65a5f866e93d753fea972aff60	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0010240	yes	no
era_925	flyff_farming_simulator/models/procedural_waypoint_recorded_seed2_0020480.zip	66028cd3caac08f0a935be8a619306d6ce4b6382af6b65790817ba2c66129ca6	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0020480	yes	no
era_925	flyff_farming_simulator/models/procedural_waypoint_recorded_seed2_0030720.zip	75d1e0ed3f17e710567bc07d85eb050ab2086b6c2bfb6d7a773819691f1eebad	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0030720	yes	no
era_925	flyff_farming_simulator/models/procedural_waypoint_recorded_seed8_0010240.zip	132900be41cf2799b18af5afd07eeb4680f18022920c45b1d3d2ee498ff4aedc	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0010240	yes	no
era_925	flyff_farming_simulator/models/procedural_waypoint_recorded_seed8_0020480.zip	13cdc4394dd9622ca0f0bc428867fc716a6d74c2846465bd69cbcd344d48deb6	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0020480	yes	no
era_925	flyff_farming_simulator/models/procedural_waypoint_recorded_seed8_0030720.zip	179e2c3883e3de487a6e70aed70d8d71b5688ad0138230093391e14c2d467af3	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0030720	yes	no
era_925	flyff_farming_simulator/models/procedural_waypoint_symmetric_seed0_0002048.zip	a36b55c6201af7f7d7637f2bc75b5655a92deabeb88d6576cc6096f3f76819d3	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0002048	yes	no
era_925	flyff_farming_simulator/models/procedural_waypoint_symmetric_seed0_0010240.zip	9e1dff5ba6fb01210d823338bda10f8db68b395482949a1a1d1f9822a0d718b1	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0010240	yes	no
era_925	flyff_farming_simulator/models/procedural_waypoint_symmetric_seed0_0020480.zip	a44b0e31b6dd6089a8a36df932f667f84cd1b7341bc1519b9e8dc43ed535a899	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0020480	yes	no
era_925	flyff_farming_simulator/models/procedural_waypoint_symmetric_seed0_0030720.zip	9b9b55e09e68da77330641021c737926b60a74ef953964b5b492ce3ecbbed84d	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0030720	yes	no
era_925	flyff_farming_simulator/models/procedural_waypoint_symmetric_seed2_0010240.zip	108b4ca2432f1c08cf24e4c820835d8207e6a6abe6231f1620fc658714411907	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0010240	yes	no
era_925	flyff_farming_simulator/models/procedural_waypoint_symmetric_seed2_0020480.zip	9c304d1afa80bd4cf853954bb00423077acf8e2e4cad7ee648edacdf87a56152	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0020480	yes	no
era_925	flyff_farming_simulator/models/procedural_waypoint_symmetric_seed2_0030720.zip	70648686e3b4deee07403e8f206c199bb212c5207787dd8ea90c727c0c400380	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0030720	yes	no
era_925	flyff_farming_simulator/models/procedural_waypoint_symmetric_seed8_0010240.zip	3118b1945b71f4090ca28ca399ba7ae139bd72ef97f2e7dbc884104393a4ba17	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0010240	yes	no
era_925	flyff_farming_simulator/models/procedural_waypoint_symmetric_seed8_0020480.zip	e05196f1a0ef99b8e8f035ef403b588b5751376095ded140ed5dcd90af1f4e62	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0020480	yes	no
era_925	flyff_farming_simulator/models/procedural_waypoint_symmetric_seed8_0030720.zip	1ca7832f77aa5fd8cffdeb6059409c046ebebc17ef5e73f56bcc7eff28e431fc	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0030720	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_goal_normal_0025600.zip	cbc66b39cd69ead130dc52b3c5a9ebbfd59b1fe1b780c648ca3bbc6593e69ffd	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0025600	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_goal_normal_0051200.zip	61d0f07622f1f07c2abd49b966a03ce70a01666476a67e5dd4943e5edeff8bea	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0051200	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_goal_normal_0076800.zip	246fd177f8b4bcb1b13a1f0665bb2e9ca9126f0635569fe0a7f0b36269f8dcb1	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0076800	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_goal_normal_0102400.zip	f11acb17ba01b3404a44359cdf9d2be13e0a6d52c9582ea472f126748980aef3	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0102400	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_goal_normal_0128000.zip	e6546a172a493a260787f3af18e3dabb4bf3792243e64590122d3c06fe3ab163	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0128000	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_goal_normal_0153600.zip	1eb89c37ceea558c95510d01708df965faeb5830a1d9eda319740b97ae4ebd20	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0153600	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_goal_normal_0179200.zip	c3a623c1edd3b75d28b34d0a447a871af2c987c178e8a15fd8fbf448666f56a7	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0179200	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_goal_normal_0200704.zip	9e7d88b955ec22c3870bbd401ca03f1f982e529063d7b750e0e599706fd45b60	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0200704	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_goal_stable_0025600.zip	dc2ea9f9f249d7e43880ef5f5adaefd5b3d489c218069f1fd77116a97cfd6a9e	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0025600	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_goal_stable_0051200.zip	0c93f56fb509e99cb68cc479214bd64070a5777ac8879f6c0c0b4e99c97ebaed	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0051200	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_goal_stable_0076800.zip	32e2f1d08640ba431c4a6a381aa110428952bf371a16422ff59d3e0e93e49002	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0076800	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_goal_stable_0102400.zip	0e2dd675d872da948f9fa68ac0ead8aa256147617cf89df6abde9b6b4d215845	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0102400	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_goal_stable_0128000.zip	18cd1571e86da39743893f30dcf6c366ed21fc70e317d7ecd430cb92c01506c7	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0128000	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_goal_stable_0153600.zip	7ef15e0e558b0ab85bfe8106a12cf4ae37d9bab0df178f62bb4d3e1e2e8b6e10	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0153600	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_goal_stable_0179200.zip	bf78cba5f218b825b1e909695b46641f245acf758a350ecae063408c8fae48e0	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0179200	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_goal_stable_0200704.zip	afbbf9ae669756c99c94a0d47b700b2e754fee2e9538070b1152a15cb90f94af	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0200704	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_safety_0025600.zip	c216e9fafe8bf964b3b3c5d88dc6df48b7797b066a0fad22d7cff3545a992548	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0025600	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_safety_0051200.zip	a0971eae0250ba9a3b64e34018b484ad7bfce8068146aa6f1a41e718005bd09a	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0051200	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_safety_0076800.zip	ef9acf8742697881737939b51b635a8f36198cf8d4d6d4db104e2757425faf16	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0076800	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_safety_0102400.zip	891d828fc8bc007dd6b8a15a29355168a296b6fd5be90b0f645bd9d1b0da3281	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0102400	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_safety_0128000.zip	ed57a2c6f1f0d1cc1b6e8adea93ba8cd11d474d88c0c492a94dd9981257d245d	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0128000	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_safety_0153600.zip	1a96da18cbd55b6833c5d8f287ff63116d26cc52a99d0994e30ff793e12f7f2c	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0153600	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_safety_0179200.zip	b10951761ac9f348cf92b748f6023a5d1effa5a2670a1af1c9636f16a6ed865e	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0179200	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_safety_0200704.zip	14f6174b733d39c0a2a4b80e3103d2d28a76d67cdc38a7adc6e72fad3234dfd6	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0200704	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_smoketest2_0002048.zip	6d60aa7a100d47ecaa97ef6234840eb8c19306b70f3bed7163f8f127378e020d	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0002048	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_smoketest_0002048.zip	82d03d5749938238f4adcad58100bb55cc6eece2d2633effce2831df4d8d1fec	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0002048	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v2_smoketest_0004096.zip	d6ef11e8fb0fb0cf47a2f273ebf5cfa310edc745a203bc71f8f6776f4bb30848	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0004096	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v4_greedy_0025600.zip	181ad8a06c7bc669cdf3c5c67daf9b2e22d1be2952ac7edd876bcd7690efb70e	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0025600	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v4_greedy_0050176.zip	2d8b326cb658348b8e3cb087b395682ae7d4c8ab66760c814f0f77da18941382	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0050176	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v4_sticky_0025600.zip	04156b83c25ba0fb8a43163ffb14ab3e154dec2739f613cae05a5956cbb4bfaf	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0025600	yes	no
era_925	flyff_farming_simulator/models/pure_nav_v4_sticky_0050176.zip	6548d92599720d96f0a9016981208a4941dd3a92260d91532fb5e8af6d416c1e	[925]	nvec=[3, 3]	simulator.split_branch_policy	SplitSteeringNavigationPolicy	ABSENT	step_or_index=0050176	yes	no
