elapsed_s,player_x,player_z,forward,left,right,jump,focused
8.68045,253.00000,86.00000,0,0,0,0,1
8.70006,253.00000,86.00000,0,0,0,0,1
8.72023,253.00000,86.00000,0,0,0,0,1
8.74042,253.00000,86.00000,0,0,0,0,1
8.76047,253.00000,86.00000,0,0,0,0,1
8.78026,253.00000,86.00000,0,0,0,0,1
8.80032,253.00000,86.00000,0,0,0,0,1
8.82049,253.00000,86.00000,0,0,0,0,1
8.84042,253.00000,86.00000,0,0,0,0,1
8.86051,253.00000,86.00000,0,0,0,0,1
8.88035,253.00000,86.00000,0,0,0,0,1
8.90052,253.00000,86.00000,0,0,0,0,1
8.92021,253.00000,86.00000,0,0,0,0,1
8.94042,253.00000,86.00000,0,0,0,0,1
8.96023,253.00000,86.00000,0,0,0,0,1
8.98046,253.00000,86.00000,0,0,0,0,1
9.00050,253.00000,86.00000,0,0,0,0,1
9.02011,253.00000,86.00000,0,0,0,0,1
9.04050,253.00000,86.00000,0,0,0,0,1
9.06028,253.00000,86.00000,0,0,0,0,1
9.08041,253.00000,86.00000,0,0,0,0,1
9.10006,253.00000,86.00000,0,0,0,0,1
9.12041,253.00000,86.00000,0,0,0,0,1
9.14006,253.00000,86.00000,0,0,0,0,1
9.16038,253.00000,86.00000,0,0,0,0,1
9.18026,253.00000,86.00000,0,0,0,0,1
9.20051,253.00000,86.00000,0,0,0,0,1
9.22044,253.00000,86.00000,0,0,0,0,1
9.24013,253.00000,86.00000,0,0,0,0,1
9.26039,253.00000,86.00000,0,0,0,0,1
9.28018,253.00000,86.00000,0,0,0,0,1
9.30020,253.00000,86.00000,0,0,0,0,1
9.32023,253.00000,86.00000,0,0,0,0,1
9.34012,253.00000,86.00000,0,0,0,0,1
9.36032,253.00000,86.00000,0,0,0,0,1
9.38041,253.00000,86.00000,0,0,0,0,1
9.40052,253.00000,86.00000,0,0,0,0,1
9.42019,253.00000,86.00000,0,0,0,0,1
9.44034,253.00000,86.00000,0,0,0,0,1
9.46005,253.00000,86.00000,0,0,0,0,1
9.48023,253.00000,86.00000,0,0,0,0,1
9.50049,253.00000,86.00000,0,0,0,0,1
9.52004,253.00000,86.00000,0,0,0,0,1
9.54027,253.00000,86.00000,0,0,0,0,1
9.56017,253.00000,86.00000,0,0,0,0,1
9.58042,253.00000,86.00000,0,0,0,0,1
9.60039,253.00000,86.00000,1,0,0,0,1
9.62038,253.03625,86.33907,1,0,0,0,1
9.64017,253.07251,86.67813,1,0,0,0,1
9.66043,253.10876,87.01720,0,0,0,0,1
9.68010,253.10876,87.01720,0,0,0,0,1
9.70020,253.10876,87.01720,0,0,0,0,1
9.72039,253.10876,87.01720,0,0,0,0,1
9.74020,253.10876,87.01720,0,0,0,0,1
9.76041,253.10876,87.01720,0,0,0,0,1
9.78034,253.10876,87.01720,0,0,0,0,1
9.80013,253.10876,87.01720,0,0,0,0,1
9.82038,253.10876,87.01720,0,0,0,0,1
9.84047,253.10876,87.01720,0,0,0,0,1
9.86051,253.10876,87.01720,0,0,0,0,1
9.88040,253.10876,87.01720,0,0,0,0,1
9.90008,253.10876,87.01720,0,0,0,0,1
9.92008,253.10876,87.01720,0,0,0,0,1
9.94040,253.10876,87.01720,0,0,0,0,1
9.96032,253.10876,87.01720,0,0,0,0,1
9.98044,253.10876,87.01720,0,0,0,0,1
10.00030,253.10876,87.01720,0,0,0,0,1
10.02047,253.10876,87.01720,0,0,0,0,1
10.04027,253.10876,87.01720,0,0,0,0,1
10.06012,253.10876,87.01720,0,0,0,0,1
10.08035,253.10876,87.01720,0,0,0,0,1
